 output format:carre71 


 Number of X-points:  1
    x                   y                   psi
    1.46695054E+00     -9.28289720E-01     -7.86542911E-05

 Point O:
    1.69550726E+00      1.08526233E-01      2.93462173E-01
 $parameters
repart = 2
distxo = 1.06170876
pntrat = 0.20000000
nptseg(1) = 38
deltp1(1) = 0.0500000
deltpn(1) = 0.0500000
nptseg(2) = 36
deltp1(2) = 0.0500000
deltpn(2) = 0.0500000
nptseg(3) =147
deltp1(3) = 0.1000000
deltpn(3) = 0.1000000
npr(1) = 18
deltr1(1) =-0.0100000
deltrn(1) =-0.1000000
npr(2) = 18
deltr1(2) = 0.0020000
deltrn(2) = 0.0020000
npr(3) = 18
deltr1(3) = 0.0100000
deltrn(3) = 0.0100000
tgarde(1) = 0.00000
tgarde(2) = 0.00000
nrelax=  400
relax= 5.0000E-01
pasmin= 4.0000E-03
rlcept= 1.0000E-06
$end
 x(m)            y(m)            psi(SI)         dpsi/dx         dpsi/dy
 $maille
'nreg='    3
'region:'    1
'nppol='  219  'nprad='   18
  2.16554981E+00  1.46848728E-01 -7.81328876E-05 -4.90209688E+00 -8.15725185E-02
  2.13179052E+00  3.70194030E-01 -3.63380443E-05 -4.33911256E+00 -1.24859968E+00
  2.09512778E+00  4.73869639E-01  2.65224865E-05 -3.84495744E+00 -1.61914212E+00
  2.04028351E+00  5.83681946E-01 -6.81568014E-05 -3.18807483E+00 -1.86331609E+00
  1.89613896E+00  7.71102356E-01 -7.16100384E-07 -1.87380168E+00 -1.87246225E+00
  1.78717167E+00  8.64504038E-01  1.14585533E-04 -9.89112222E-01 -1.57050831E+00
  1.70070746E+00  9.04622050E-01 -7.86542911E-05 -5.90162317E-01 -1.74712964E+00
  1.58866959E+00  9.19683564E-01 -7.86542911E-05  1.13297513E-01 -1.74712964E+00
  1.46783396E+00  8.88577262E-01 -7.86542911E-05  7.56011090E-01 -1.74712964E+00
  1.37926779E+00  8.39018291E-01 -6.77013677E-05  1.10861031E+00 -1.26688337E+00
  1.29061207E+00  7.37291581E-01 -7.19843926E-05  1.64888810E+00 -1.18358135E+00
  1.27073076E+00  7.08233664E-01 -1.88388887E-05  1.78054927E+00 -1.16770557E+00
  1.23264764E+00  6.44691897E-01 -5.58923630E-05  2.04390573E+00 -1.11999886E+00
  1.20772174E+00  5.96059004E-01 -5.00617929E-06  2.22536049E+00 -1.06827675E+00
  1.18532414E+00  5.46210440E-01 -6.44150870E-05  2.39514015E+00 -1.00340715E+00
  1.17990367E+00  5.33037252E-01 -2.94640449E-05  2.43610969E+00 -9.84768388E-01
  1.16290731E+00  4.88285390E-01  1.46364143E-05  2.56781933E+00 -9.15173482E-01
  1.14777857E+00  4.42868326E-01  6.86820120E-07  2.68870656E+00 -8.35265879E-01
  1.12306695E+00  3.50391143E-01 -1.75727109E-05  2.88831004E+00 -6.48956316E-01
  1.11583605E+00  3.16105478E-01 -7.33680598E-05  2.94489168E+00 -5.74832706E-01
  1.09969776E+00  2.08289613E-01 -6.99147923E-05  3.06839100E+00 -3.21505370E-01
  1.09309353E+00  9.94713835E-02 -7.86397709E-05  3.10662155E+00 -5.47039789E-02
  1.09657525E+00 -2.04292500E-02 -7.61126646E-05  3.04371566E+00  2.29398930E-01
  1.10603317E+00 -1.07464973E-01 -7.32098400E-05  2.93241322E+00  4.17216713E-01
  1.12805802E+00 -2.25502993E-01 -5.80196863E-05  2.70354600E+00  6.23444554E-01
  1.14673072E+00 -2.97920449E-01 -4.87913069E-05  2.51970765E+00  7.17133779E-01
  1.20572314E+00 -4.68031752E-01 -5.12344376E-05  1.97706332E+00  8.07878457E-01
  1.23751571E+00 -5.41168631E-01 -3.96458500E-05  1.70312968E+00  7.84811184E-01
  1.25539890E+00 -5.78901254E-01  3.98664007E-06  1.55365120E+00  7.57431638E-01
  1.26466961E+00 -5.97608328E-01  2.85161275E-05  1.47763610E+00  7.40278467E-01
  1.26938489E+00 -6.06922057E-01  7.86696747E-05  1.43959280E+00  7.30303556E-01
  1.27402468E+00 -6.16273414E-01 -6.24545998E-05  1.40188833E+00  7.19230439E-01
  1.27623873E+00 -6.20534254E-01 -5.38650986E-05  1.38403785E+00  7.14274444E-01
  1.27865969E+00 -6.25140349E-01 -2.60025852E-05  1.36433933E+00  7.08846890E-01
  1.28108723E+00 -6.29753032E-01  9.87279861E-06  1.34472203E+00  7.03269522E-01
  1.28364898E+00 -6.34672779E-01 -5.92149147E-05  1.32393284E+00  6.97169666E-01
  1.28643114E+00 -6.39954240E-01 -5.33976034E-06  1.30181622E+00  6.90335893E-01
  1.28935545E+00 -6.45505552E-01 -4.61483923E-05  1.27863495E+00  6.83032954E-01
  1.29234051E+00 -6.51032738E-01 -4.78661102E-06  1.25486370E+00  6.75371611E-01
  1.29546854E+00 -6.56795870E-01 -4.29343728E-05  1.22998153E+00  6.67212480E-01
  1.29815992E+00 -6.61708400E-01  4.53961367E-06  1.20899086E+00  6.59938476E-01
  1.30099904E+00 -6.66919870E-01 -2.74681470E-06  1.18690813E+00  6.51973331E-01
  1.30384993E+00 -6.72132971E-01  5.15601432E-06  1.16495562E+00  6.43755567E-01
  1.30687703E+00 -6.77638273E-01 -2.22698316E-05  1.14114976E+00  6.34738745E-01
  1.30982339E+00 -6.82790848E-01 -7.28786137E-07  1.11825210E+00  6.26470318E-01
  1.31293297E+00 -6.88314438E-01  3.13915443E-05  1.09404459E+00  6.17199404E-01
  1.31607574E+00 -6.93830363E-01  2.93754405E-05  1.06988779E+00  6.07947469E-01
  1.31928044E+00 -6.99740952E-01 -4.93813000E-05  1.04475480E+00  5.97235951E-01
  1.32205121E+00 -7.04447897E-01 -4.62985872E-05  1.02355093E+00  5.89058692E-01
  1.32502016E+00 -7.09529682E-01  1.61973814E-06  1.00083317E+00  5.79739524E-01
  1.32801530E+00 -7.14607320E-01  1.87964152E-05  9.78202397E-01  5.70353625E-01
  1.33116625E+00 -7.20121394E-01 -1.53903841E-05  9.54226634E-01  5.59552880E-01
  1.33412087E+00 -7.25211072E-01 -3.62323595E-06  9.32145559E-01  5.49462981E-01
  1.33744112E+00 -7.30712772E-01  1.69907515E-05  9.07227206E-01  5.38550678E-01
  1.34077760E+00 -7.36220309E-01  5.12657161E-05  8.82168851E-01  5.27360272E-01
  1.34429983E+00 -7.42257018E-01 -4.99173293E-05  8.55356767E-01  5.14563371E-01
  1.34889879E+00 -7.49960087E-01 -2.86096319E-05  8.21193018E-01  4.98105212E-01
  1.35416873E+00 -7.58494197E-01  1.06495596E-06  7.82087764E-01  4.79492858E-01
  1.35946988E+00 -7.66969371E-01  4.04033813E-05  7.43310668E-01  4.60536254E-01
  1.36515058E+00 -7.76426011E-01 -4.62610860E-05  7.01568909E-01  4.38113080E-01
  1.37058897E+00 -7.84867162E-01 -1.71906574E-05  6.62150390E-01  4.17992729E-01
  1.37652420E+00 -7.94310223E-01 -9.44171211E-07  6.19270171E-01  3.94454388E-01
  1.38256779E+00 -8.03697022E-01  3.71719486E-05  5.76044548E-01  3.70625142E-01
  1.38917933E+00 -8.13926030E-01 -1.45027190E-05  5.28614096E-01  3.43819559E-01
  1.39403506E+00 -8.21485200E-01 -4.40112893E-06  4.94245784E-01  3.23469006E-01
  1.39949990E+00 -8.29628341E-01  2.59766123E-05  4.55882519E-01  3.01300220E-01
  1.40504727E+00 -8.37838176E-01  5.96027945E-05  4.17328012E-01  2.78502410E-01
  1.41024152E+00 -8.46296127E-01 -7.43807952E-05  3.80200790E-01  2.53538448E-01
  1.42297178E+00 -8.65206828E-01 -4.80048879E-05  2.92209254E-01  1.97683837E-01
  1.43414348E+00 -8.80848531E-01 -4.26012012E-05  2.17041415E-01  1.50701242E-01
  1.44741135E+00 -9.00307184E-01 -3.88288503E-05  1.27617246E-01  8.94322217E-02
  1.46695054E+00 -9.28289720E-01 -7.86542911E-05  0.00000000E+00  0.00000000E+00
  1.42710142E+00 -9.57499598E-01 -9.46168796E-05  1.32522987E-01 -1.74779974E-01
